"longitude","latitude","temperature","apparent_temperature","humidity","skycon","air_quality_aqi","air_quality_pm25","wind_start_longitude","wind_start_latitude","wind_end_longitude","wind_end_latitude"
"117.5684","37.6497",4.67,2.2,0.68,"FOG",73,49,"117.5684","37.6497","117.5279","37.4697"
"117.0747","37.7916",6.07,3.2,0.71,"FOG",92,69,"117.0747","37.7916","116.9977","37.5125"
"119.6422","37.7443",10.48,7.2,0.56,"CLOUDY",73,48,"119.6422","37.7443","119.6015","37.3450"
"120.0372","37.7443",6.03,2.4,0.61,"CLOUDY",75,53,"120.0372","37.7443","119.9862","37.3661"
"119.6916","36.277",11.11,8.2,0.51,"CLOUDY",71,50,"119.6916","36.277","119.6391","35.9533"
"120.3334","37.7443",6.03,2.6,0.61,"CLOUDY",75,53,"120.3334","37.7443","120.2767","37.3943"
"120.1359","37.555",6.03,2.7,0.61,"CLOUDY",75,53,"120.1359","37.555","120.1966","37.2215"
"119.6422","37.555",8.29,4.2,0.47,"CLOUDY",73,48,"119.6422","37.555","119.6763","37.1030"
"119.0003","37.555",8.24,4.5,0.5,"CLOUDY",73,48,"119.0003","37.555","119.1213","37.1622"
"119.1978","36.561",8.78,5.3,0.44,"CLOUDY",71,50,"119.1978","36.561","119.1360","36.2219"
"118.1116","37.6023",6.41,3.5,0.58,"FOG",93,56,"118.1116","37.6023","118.1704","37.3526"
"117.9634","37.6023",6.41,3.6,0.58,"FOG",93,56,"117.9634","37.6023","118.0195","37.3591"
"117.3216","36.3244",5.3,2.6,0.57,"FOG",66,48,"117.3216","36.3244","117.3725","36.1231"
"119.4941","36.277",7.28,3.8,0.51,"CLOUDY",71,50,"119.4941","36.277","119.3947","35.9460"
"120.1359","36.277",11.11,8.8,0.59,"FOG",73,44,"120.1359","36.277","120.1085","36.0183"
"119.1484","36.561",9.08,5.7,0.44,"CLOUDY",71,50,"119.1484","36.561","119.0871","36.2221"
"118.7534","36.561",10.77,7.6,0.38,"FOG",68,44,"118.7534","36.561","118.6613","36.2648"
"117.2228","36.561",10.22,7.3,0.34,"FOG",54,34,"117.2228","36.561","117.2779","36.3191"
"119.0991","36.277",8.78,5.4,0.44,"CLOUDY",71,50,"119.0991","36.277","118.9683","35.9594"
"118.5559","36.561",11.1,8.2,0.4,"FOG",93,67,"118.5559","36.561","118.4156","36.3146"
"119.1978","36.277",9.08,5.6,0.44,"CLOUDY",71,50,"119.1978","36.277","119.0641","35.9392"
"118.2103","36.561",5.52,2.6,0.68,"FOG",67,46,"118.2103","36.561","118.1190","36.2980"
"120.5309","36.5137",9.19,6.8,0.59,"FOG",72,42,"120.5309","36.5137","120.4566","36.2940"
"117.3216","36.561",10.98,8,0.32,"FOG",54,34,"117.3216","36.561","117.3648","36.3009"
"117.2722","36.3717",7.53,5,0.57,"FOG",66,48,"117.2722","36.3717","117.3181","36.1582"
"118.4078","36.561",6.12,3.3,0.68,"FOG",93,67,"118.4078","36.561","118.2632","36.3206"
"120.8766","36.277",9.32,5.4,0.64,"CLOUDY",38,24,"120.8766","36.277","120.5336","35.8987"
"118.2103","37.839",9.65,6.8,0.47,"FOG",93,56,"118.2103","37.839","118.2142","37.5708"
"120.6297","36.277",9.32,6.8,0.64,"FOG",38,24,"120.6297","36.277","120.4687","36.0408"
"120.9753","37.7916",6.56,3.9,0.61,"CLOUDY",75,53,"120.9753","37.7916","120.8360","37.5958"
"118.3584","36.561",5.82,2.9,0.68,"FOG",93,67,"118.3584","36.561","118.2251","36.3125"
"118.5066","37.839",7.84,4.8,0.47,"FOG",76,52,"118.5066","37.839","118.5383","37.5724"
"119.2966","37.7916",9.46,6.1,0.57,"CLOUDY",73,48,"119.2966","37.7916","119.3163","37.3982"
"118.8028","36.561",10.77,7.6,0.38,"FOG",68,44,"118.8028","36.561","118.7109","36.2588"
"117.7166","36.561",8.44,5.1,0.4,"FOG",70,48,"117.7166","36.561","117.6870","36.2519"
"118.0622","37.839",8.24,5.4,0.52,"FOG",93,56,"118.0622","37.839","118.0514","37.5776"
"118.8522","36.561",11.07,7.9,0.38,"FOG",68,44,"118.8522","36.561","118.7606","36.2505"
"119.7903","37.7916",10.42,7.3,0.57,"CLOUDY",73,48,"119.7903","37.7916","119.7320","37.4206"
"118.8028","36.277",10.5,7.2,0.4,"CLOUDY",71,50,"118.8028","36.277","118.6649","35.9621"
"119.4941","37.7916",10.41,7.2,0.56,"CLOUDY",73,48,"119.4941","37.7916","119.4703","37.3972"
"118.7534","36.5137",9.3,6.1,0.4,"FOG",68,44,"118.7534","36.5137","118.6599","36.2312"
"120.6297","37.7916",6.56,3.7,0.61,"FOG",75,53,"120.6297","37.7916","120.5655","37.5365"
"118.3091","36.5137",8.7,5.5,0.4,"FOG",93,67,"118.3091","36.5137","118.1781","36.2515"
"117.7659","37.7916",8.24,5.7,0.52,"FOG",93,56,"117.7659","37.7916","117.7294","37.5705"
"119.6916","37.839",10.45,7.4,0.57,"CLOUDY",73,48,"119.6916","37.839","119.6405","37.4787"
"118.7041","37.7916",9.65,6.8,0.47,"FOG",76,52,"118.7041","37.7916","118.7620","37.5260"
"118.2103","36.3717",5.63,2.6,0.53,"FOG",70,48,"118.2103","36.3717","118.1356","36.1376"
"117.5684","36.3244",9.58,6.7,0.42,"FOG",121,92,"117.5684","36.3244","117.6490","36.0853"
"118.9509","36.3717",8.78,5.4,0.44,"CLOUDY",71,50,"118.9509","36.3717","118.8295","36.0549"
"118.0622","36.561",9.43,6.3,0.34,"FOG",67,46,"118.0622","36.561","118.0556","36.2950"
"117.1241","36.419",7.75,5,0.57,"FOG",54,34,"117.1241","36.419","117.2371","36.1881"
"118.3091","36.561",4.92,1.9,0.68,"FOG",93,67,"118.3091","36.561","118.1856","36.3055"
"118.5066","36.5137",10.8,7.9,0.4,"FOG",93,67,"118.5066","36.5137","118.3580","36.2726"
"118.8522","36.277",8.48,5.1,0.44,"CLOUDY",71,50,"118.8522","36.277","118.7199","35.9646"
"118.1609","36.5137",9.73,6.6,0.34,"FOG",67,46,"118.1609","36.5137","118.1043","36.2454"
"118.6053","37.7916",9.65,6.9,0.47,"FOG",76,52,"118.6053","37.7916","118.6541","37.5315"
"119.4447","36.5137",7.76,4.2,0.44,"CLOUDY",70,48,"119.4447","36.5137","119.3849","36.1639"
"117.6178","37.839",8.24,5.6,0.52,"FOG",93,56,"117.6178","37.839","117.5418","37.6183"
"119.0497","37.839",5.87,2.4,0.51,"CLOUDY",76,52,"119.0497","37.839","119.0751","37.5130"
"117.9141","37.7916",8.24,5.6,0.52,"FOG",93,56,"117.9141","37.7916","117.9114","37.5525"
"117.6672","37.839",8.24,5.6,0.52,"FOG",93,56,"117.6672","37.839","117.6006","37.6144"
"119.4941","37.839",10.38,7.2,0.56,"CLOUDY",73,48,"119.4941","37.839","119.4679","37.4610"
"120.0866","37.8863",6.03,2.7,0.61,"CLOUDY",75,53,"120.0866","37.8863","120.0026","37.5607"
"119.8891","37.839",6.03,2.6,0.61,"CLOUDY",73,48,"119.8891","37.839","119.8264","37.4918"
"120.7284","36.5137",9.49,8,0.59,"FOG",72,42,"120.7284","36.5137","120.6676","36.4430"
"117.3216","37.839",6.16,3.4,0.69,"FOG",92,69,"117.3216","37.839","117.2127","37.5887"
"117.9634","37.839",8.24,5.5,0.52,"FOG",93,56,"117.9634","37.839","117.9387","37.5843"
"117.6178","37.8863",5.75,2.7,0.52,"FOG",93,56,"117.6178","37.8863","117.5276","37.6529"
"118.2597","37.839",6.86,3.7,0.47,"FOG",76,52,"118.2597","37.839","118.2690","37.5692"
"119.2966","37.8863",9.95,6.8,0.56,"CLOUDY",76,52,"119.2966","37.8863","119.2942","37.5260"
"120.6297","36.3717",9.19,6.9,0.59,"FOG",72,42,"120.6297","36.3717","120.5167","36.1761"
"119.5928","37.8863",10.34,7.3,0.56,"CLOUDY",73,48,"119.5928","37.8863","119.5527","37.5340"
"120.9259","37.7916",6.56,3.9,0.61,"CLOUDY",75,53,"120.9259","37.7916","120.8132","37.5879"
"120.5803","37.839",6.56,3.5,0.61,"FOG",75,53,"120.5803","37.839","120.4626","37.5637"
"117.7166","37.8863",8.24,5.5,0.52,"FOG",93,56,"117.7166","37.8863","117.6429","37.6513"
"120.0372","37.839",6.03,2.6,0.61,"CLOUDY",75,53,"120.0372","37.839","119.9674","37.4962"
"118.5066","36.561",6.72,3.9,0.68,"FOG",93,67,"118.5066","36.561","118.3653","36.3169"
"118.1609","37.9336",6.09,2.8,0.45,"FOG",93,56,"118.1609","37.9336","118.1380","37.6525"
"117.0747","37.8863",7.26,4.3,0.62,"FOG",92,69,"117.0747","37.8863","116.9921","37.5973"
"120.4816","37.8863",8.84,6.2,0.72,"CLOUDY",75,53,"120.4816","37.8863","120.3460","37.5887"
"117.1734","37.8863",8.9,6.2,0.65,"FOG",92,69,"117.1734","37.8863","117.0722","37.6048"
"117.7166","37.9336",8.24,5.4,0.52,"FOG",93,56,"117.7166","37.9336","117.6305","37.6891"
"120.4322","37.8863",8.84,6.1,0.72,"CLOUDY",75,53,"120.4322","37.8863","120.3035","37.5811"
"117.0747","37.9336",7.26,4.3,0.62,"FOG",92,69,"117.0747","37.9336","116.9871","37.6401"
"117.8647","37.8863",8.24,5.5,0.52,"FOG",93,56,"117.8647","37.8863","117.8117","37.6366"
"119.9384","37.8863",6.03,2.7,0.61,"CLOUDY",73,48,"119.9384","37.8863","119.8684","37.5613"
"118.2103","37.8863",9.65,6.8,0.47,"FOG",93,56,"118.2103","37.8863","118.2018","37.6110"
"117.8647","37.9336",5.77,2.6,0.52,"FOG",93,56,"117.8647","37.9336","117.7951","37.6749"
"118.9509","37.8863",9.65,6.7,0.47,"FOG",76,52,"118.9509","37.8863","118.9678","37.5928"
"117.3216","37.9336",6.45,3.5,0.65,"FOG",92,69,"117.3216","37.9336","117.2046","37.6626"
"120.5309","37.7443",6.56,3.6,0.61,"FOG",75,53,"120.5309","37.7443","120.4780","37.4594"
"117.7659","37.8863",8.24,5.5,0.52,"FOG",93,56,"117.7659","37.8863","117.7000","37.6490"
"120.7284","37.9336",8.32,5.6,0.72,"FOG",75,53,"120.7284","37.9336","120.5356","37.6785"
"117.1241","37.9336",7.26,4.3,0.62,"FOG",92,69,"117.1241","37.9336","117.0283","37.6433"
"120.4816","37.9336",8.84,6.1,0.72,"CLOUDY",75,53,"120.4816","37.9336","120.3185","37.6354"
"118.6053","37.8863",9.65,6.8,0.47,"FOG",76,52,"118.6053","37.8863","118.6372","37.6131"
"120.9259","37.697",5.96,3.3,0.61,"FOG",75,53,"120.9259","37.697","120.8260","37.5038"
"117.6672","37.9336",5.75,2.7,0.52,"FOG",93,56,"117.6672","37.9336","117.5808","37.6921"
"118.0622","37.981",7.81,4.8,0.52,"FOG",93,56,"118.0622","37.981","118.0053","37.6984"
"117.4697","36.277",9.58,6.8,0.42,"FOG",121,92,"117.4697","36.277","117.5450","36.0485"
"118.6547","37.6497",9.65,6.9,0.47,"FOG",81,49,"118.6547","37.6497","118.7336","37.3956"
"120.2841","37.8863",6.03,2.6,0.61,"CLOUDY",75,53,"120.2841","37.8863","120.1759","37.5581"
"120.9753","36.6084",4.75,2.6,0.56,"FOG",72,42,"120.9753","36.6084","120.9310","36.5270"
"118.7534","37.9336",9.65,6.9,0.47,"FOG",76,52,"118.7534","37.9336","118.7869","37.6693"
"120.9259","37.9336",8.84,6.1,0.72,"CLOUDY",75,53,"120.9259","37.9336","120.6773","37.7134"
"118.3584","37.9336",9.65,6.7,0.47,"FOG",76,52,"118.3584","37.9336","118.3564","37.6462"
"119.4447","37.9336",10.43,7.5,0.56,"CLOUDY",76,52,"119.4447","37.9336","119.4182","37.5887"
"118.4078","36.277",4.07,0.9,0.53,"FOG",70,48,"118.4078","36.277","118.3111","36.0391"
"120.2347","37.9336",6.03,2.7,0.61,"CLOUDY",75,53,"120.2347","37.9336","120.1191","37.6181"
"117.3709","37.9336",6.87,4,0.65,"FOG",92,69,"117.3709","37.9336","117.2541","37.6700"
"117.6672","37.981",7.33,4.5,0.57,"FOG",93,56,"117.6672","37.981","117.5660","37.7287"
"118.1609","36.277",6.83,4.2,0.53,"FOG",70,48,"118.1609","36.277","118.1245","36.0726"
"117.4697","37.9336",6.87,4,0.57,"FOG",93,56,"117.4697","37.9336","117.3563","37.6929"
"118.6547","37.9336",9.65,6.8,0.47,"FOG",76,52,"118.6547","37.9336","118.6817","37.6592"
"117.1734","36.277",7.53,5.3,0.57,"FOG",66,48,"117.1734","36.277","117.2476","36.1280"
"119.0497","37.9336",7.74,4.6,0.5,"FOG",76,52,"119.0497","37.9336","119.0424","37.6355"
"119.5928","37.9336",10.39,7.5,0.57,"CLOUDY",76,52,"119.5928","37.9336","119.5513","37.5984"
"117.0747","36.277",5.64,2.9,0.57,"FOG",61,30,"117.0747","36.277","117.2005","36.1100"
"117.2722","37.9336",6.45,3.4,0.65,"FOG",92,69,"117.2722","37.9336","117.1551","37.6548"
"120.7778","36.4664",9.49,7.9,0.59,"FOG",72,42,"120.7778","36.4664","120.7037","36.3908"
"120.8272","37.9336",8.84,6.1,0.72,"CLOUDY",75,53,"120.8272","37.9336","120.5966","37.6934"
"120.9259","36.2297",9.32,4.8,0.64,"CLOUDY",38,24,"120.9259","36.2297","120.5185","35.7722"
"117.9141","38.0283",8.24,5.2,0.52,"FOG",93,56,"117.9141","38.0283","117.8271","37.7390"
"120.8272","36.4664",9.49,7.5,0.59,"FOG",38,24,"120.8272","36.4664","120.7196","36.3316"
"117.2722","36.277",8.43,6.3,0.57,"FOG",66,48,"117.2722","36.277","117.3164","36.1165"
"117.6672","36.277",8.97,6.1,0.42,"FOG",121,92,"117.6672","36.277","117.7801","36.0642"
"119.9878","37.9336",6.03,2.8,0.61,"FOG",75,53,"119.9878","37.9336","119.9079","37.6311"
"118.1116","37.981",7.51,4.3,0.45,"FOG",93,56,"118.1116","37.981","118.0625","37.6960"
"118.5066","37.981",9.65,6.6,0.47,"FOG",76,52,"118.5066","37.981","118.5148","37.6787"
"117.3216","36.277",8.43,6.2,0.57,"FOG",66,48,"117.3216","36.277","117.3775","36.0961"
"117.1241","36.277",4.44,1.7,0.57,"FOG",61,30,"117.1241","36.277","117.2343","36.1205"
"119.5928","37.981",10.47,7.7,0.57,"FOG",76,52,"119.5928","37.981","119.5499","37.6632"
"120.6791","37.981",8.84,5.9,0.72,"CLOUDY",75,53,"120.6791","37.981","120.4273","37.7071"
"117.4203","37.981",6.87,3.8,0.57,"FOG",92,69,"117.4203","37.981","117.2985","37.7148"
"120.1853","37.981",6.03,2.8,0.61,"FOG",75,53,"120.1853","37.981","120.0645","37.6865"
"118.3584","37.981",9.65,6.7,0.47,"FOG",76,52,"118.3584","37.981","118.3463","37.6842"
"120.8272","38.0283",8.84,5.9,0.72,"CLOUDY",75,53,"120.8272","38.0283","120.5411","37.7868"
"117.1241","37.981",7.26,4.2,0.62,"FOG",92,69,"117.1241","37.981","117.0242","37.6854"
"119.3953","37.9336",10.42,7.5,0.56,"CLOUDY",76,52,"119.3953","37.9336","119.3731","37.5890"
"120.1853","37.7443",6.03,2.4,0.61,"CLOUDY",75,53,"120.1853","37.7443","120.1294","37.3641"
"120.8272","37.981",8.84,5.9,0.72,"CLOUDY",75,53,"120.8272","37.981","120.5561","37.7333"
"120.0866","37.981",6.03,2.9,0.61,"FOG",75,53,"120.0866","37.981","119.9830","37.6934"
"120.2347","37.981",6.03,2.8,0.61,"CLOUDY",75,53,"120.2347","37.981","120.1052","37.6830"
"120.5803","37.981",8.31,5.4,0.72,"CLOUDY",75,53,"120.5803","37.981","120.3648","37.6930"
"119.0991","38.0283",9.73,6.9,0.52,"FOG",76,52,"119.0991","38.0283","119.0826","37.7390"
"117.3216","37.981",6.45,3.4,0.65,"FOG",92,69,"117.3216","37.981","117.2026","37.7046"
"117.5191","37.981",7.33,4.4,0.57,"FOG",93,56,"117.5191","37.981","117.4006","37.7258"
"120.6297","37.981",8.31,5.4,0.72,"CLOUDY",75,53,"120.6297","37.981","120.4144","37.7011"
"117.9141","36.277",7.69,4.8,0.42,"FOG",107,81,"117.9141","36.277","117.9889","36.0585"
"119.8891","37.981",10.53,7.9,0.58,"FOG",73,48,"119.8891","37.981","119.8138","37.6912"
"120.7778","37.981",8.84,5.9,0.72,"CLOUDY",75,53,"120.7778","37.981","120.5154","37.7225"
"119.8891","37.7443",6.03,2.4,0.61,"CLOUDY",73,48,"119.8891","37.7443","119.8366","37.3609"
"119.7903","37.7443",6.03,2.4,0.61,"CLOUDY",73,48,"119.7903","37.7443","119.7353","37.3558"
"119.9384","38.0283",10.54,8.1,0.58,"FOG",0,0,"119.9384","38.0283","119.8508","37.7644"
"118.0128","38.0283",7.81,4.7,0.52,"FOG",93,56,"118.0128","38.0283","117.9358","37.7349"
"119.0497","37.981",8.93,6,0.5,"FOG",76,52,"119.0497","37.981","119.0260","37.6970"
"119.6422","38.0283",10.56,8,0.57,"FOG",76,52,"119.6422","38.0283","119.5992","37.7372"
"120.5309","38.0283",8.84,6,0.72,"CLOUDY",75,53,"120.5309","38.0283","120.3083","37.7446"
"119.0003","37.981",8.93,6,0.5,"FOG",76,52,"119.0003","37.981","118.9766","37.6970"
"118.4078","37.981",9.65,6.7,0.47,"FOG",76,52,"118.4078","37.981","118.4027","37.6819"
"119.3459","38.0283",10.31,7.5,0.56,"FOG",76,52,"119.3459","38.0283","119.3275","37.7159"
"118.2597","37.7443",9.65,6.9,0.47,"FOG",93,56,"118.2597","37.7443","118.2924","37.4887"
"119.3953","37.981",10.49,7.6,0.56,"CLOUDY",76,52,"119.3953","37.981","119.3665","37.6529"
"120.7778","38.0283",8.84,5.9,0.72,"CLOUDY",75,53,"120.7778","38.0283","120.4986","37.7757"
"119.4447","37.839",10.35,7.2,0.56,"CLOUDY",73,48,"119.4447","37.839","119.4272","37.4614"
"117.9634","37.8863",8.24,5.4,0.52,"FOG",93,56,"117.9634","37.8863","117.9233","37.6248"
"120.7284","38.0283",8.84,5.9,0.72,"CLOUDY",75,53,"120.7284","38.0283","120.4585","37.7671"
"120.4816","38.0756",8.84,6,0.72,"CLOUDY",75,53,"120.4816","38.0756","120.2572","37.8096"
"119.4941","37.981",10.51,7.7,0.56,"CLOUDY",76,52,"119.4941","37.981","119.4610","37.6524"
"119.8397","37.981",10.52,7.9,0.58,"FOG",76,52,"119.8397","37.981","119.7703","37.6879"
"120.4816","36.2297",8.42,6.3,0.64,"FOG",66,39,"120.4816","36.2297","120.4693","36.0357"
"119.9878","38.0756",10.54,8.2,0.59,"FOG",75,53,"119.9878","38.0756","119.8822","37.8392"
"119.4941","38.0756",10.66,8.1,0.56,"FOG",76,52,"119.4941","38.0756","119.4848","37.7865"
"117.1734","36.7977",7.02,4.9,0.63,"FOG",55,36,"117.1734","36.7977","117.2509","36.6520"
"117.3216","38.0283",6.45,3.4,0.65,"FOG",92,69,"117.3216","38.0283","117.2006","37.7456"
"120.6297","38.0756",8.84,6,0.72,"CLOUDY",75,53,"120.6297","38.0756","120.3760","37.8215"
"117.3709","38.0283",7.33,4.3,0.57,"FOG",92,69,"117.3709","38.0283","117.2488","37.7513"
"120.9753","38.0756",8.84,6,0.72,"CLOUDY",75,53,"120.9753","38.0756","120.6765","37.8808"
"118.8522","37.7916",9.65,6.7,0.47,"FOG",76,52,"118.8522","37.7916","118.9074","37.4995"
"120.0866","38.0283",6.03,3,0.61,"FOG",75,53,"120.0866","38.0283","119.9711","37.7622"
"120.6297","38.0283",8.84,5.9,0.72,"CLOUDY",75,53,"120.6297","38.0283","120.3835","37.7558"
"117.3216","38.0756",7.33,4.2,0.57,"FOG",92,69,"117.3216","38.0756","117.2011","37.7924"
"118.1609","38.0756",8.06,4.8,0.48,"CLOUDY",76,52,"118.1609","38.0756","118.0962","37.7569"
"117.2722","38.0756",6.45,3.4,0.65,"FOG",92,69,"117.2722","38.0756","117.1526","37.7871"
"117.8153","37.7916",8.24,5.6,0.52,"FOG",93,56,"117.8153","37.7916","117.7836","37.5652"
"118.1116","38.0756",8.44,5.2,0.48,"CLOUDY",76,52,"118.1116","38.0756","118.0395","37.7597"
"117.3709","38.0756",6.85,3.7,0.57,"FOG",92,69,"117.3709","38.0756","117.2494","37.7974"
"120.7284","37.7916",5.41,2.5,0.61,"FOG",75,53,"120.7284","37.7916","120.6369","37.5575"
"120.5309","38.0756",8.84,6,0.72,"CLOUDY",75,53,"120.5309","38.0756","120.2962","37.8118"
"118.2103","38.0756",7.67,4.3,0.48,"CLOUDY",76,52,"118.2103","38.0756","118.1531","37.7540"
"119.0003","38.0756",9.57,6.8,0.51,"FOG",76,52,"119.0003","38.0756","119.0043","37.7942"
"120.0866","38.0756",10.56,8.2,0.6,"FOG",75,53,"120.0866","38.0756","119.9578","37.8332"
"117.2228","38.123",6.45,3.4,0.65,"FOG",92,69,"117.2228","38.123","117.1071","37.8320"
"118.7041","38.0756",5.72,2.4,0.47,"FOG",76,52,"118.7041","38.0756","118.7293","37.7866"
"119.6916","38.0756",10.65,8.3,0.58,"FOG",76,52,"119.6916","38.0756","119.6489","37.8151"
"120.1853","38.0756",8.84,6.4,0.72,"FOG",75,53,"120.1853","38.0756","120.0333","37.8254"
"119.5434","38.0283",10.58,7.9,0.56,"FOG",76,52,"119.5434","38.0283","119.5128","37.7241"
"117.4203","38.0756",6.85,3.7,0.57,"FOG",92,69,"117.4203","38.0756","117.2981","37.8016"
"117.8647","38.0756",7.33,4.3,0.57,"FOG",93,56,"117.8647","38.0756","117.7666","37.7921"
"118.6547","38.0756",6.26,2.9,0.47,"FOG",76,52,"118.6547","38.0756","118.6725","37.7779"
"117.8647","38.123",7.33,4.2,0.57,"FOG",93,56,"117.8647","38.123","117.7573","37.8202"
"120.4816","38.0283",8.84,6,0.72,"CLOUDY",75,53,"120.4816","38.0283","120.2714","37.7416"
"120.7284","37.8863",8.84,6.3,0.72,"FOG",75,53,"120.7284","37.8863","120.5559","37.6350"
"117.6672","38.123",7.33,4.3,0.57,"FOG",93,56,"117.6672","38.123","117.5500","37.8459"
"117.6178","38.123",7.33,4.3,0.57,"FOG",93,56,"117.6178","38.123","117.4990","37.8488"
"120.8272","38.123",8.84,6,0.72,"CLOUDY",75,53,"120.8272","38.123","120.5450","37.9123"
"120.5309","38.123",8.84,6,0.72,"CLOUDY",75,53,"120.5309","38.123","120.2841","37.8794"
"117.1734","38.123",7.26,4.2,0.62,"FOG",92,69,"117.1734","38.123","117.0636","37.8313"
"120.5803","38.0756",8.84,6,0.72,"CLOUDY",75,53,"120.5803","38.0756","120.3360","37.8165"
"120.7284","38.123",8.66,5.8,0.72,"CLOUDY",75,53,"120.7284","38.123","120.4533","37.8950"
"119.7903","36.2297",11.11,8.2,0.51,"CLOUDY",65,39,"119.7903","36.2297","119.7567","35.9071"
"117.1734","37.9336",6.45,3.4,0.65,"FOG",92,69,"117.1734","37.9336","117.0692","37.6465"
"120.9259","38.0756",8.84,6,0.72,"CLOUDY",75,53,"120.9259","38.0756","120.6320","37.8703"
"120.1359","37.9336",6.03,2.8,0.61,"CLOUDY",75,53,"120.1359","37.9336","120.0349","37.6242"
"117.3216","38.1703",5.47,2.2,0.57,"FOG",92,69,"117.3216","38.1703","117.2020","37.8857"
"118.5559","37.8863",7.84,4.8,0.47,"FOG",76,52,"118.5559","37.8863","118.5859","37.6122"
"119.9878","37.8863",6.03,2.7,0.61,"CLOUDY",75,53,"119.9878","37.8863","119.9148","37.5642"
"117.1241","38.1703",7.26,4.3,0.62,"FOG",92,69,"117.1241","38.1703","117.0196","37.8802"
"120.2841","38.0756",8.84,6.3,0.72,"FOG",75,53,"120.2841","38.0756","120.1085","37.8188"
"117.5191","38.1703",7.33,4.3,0.57,"FOG",92,69,"117.5191","38.1703","117.3977","37.8989"
"118.3091","38.123",7.67,4.3,0.5,"CLOUDY",76,52,"118.3091","38.123","118.2581","37.7827"
"119.2472","38.0283",10.15,7.3,0.55,"FOG",76,52,"119.2472","38.0283","119.2328","37.7145"
"119.3953","36.2297",9.38,6,0.44,"CLOUDY",71,50,"119.3953","36.2297","119.2824","35.9065"
"120.1853","38.123",10.72,8.3,0.61,"FOG",75,53,"120.1853","38.123","120.0168","37.8961"
"119.6422","38.0756",10.67,8.2,0.57,"FOG",76,52,"119.6422","38.0756","119.6080","37.8078"
"117.5684","38.123",7.33,4.3,0.57,"FOG",92,69,"117.5684","38.123","117.4477","37.8523"
"117.6672","38.1703",7.33,4.2,0.57,"FOG",93,56,"117.6672","38.1703","117.5468","37.8861"
"119.0991","38.123",9.95,7.2,0.54,"FOG",76,52,"119.0991","38.123","119.1268","37.8315"
"119.6916","38.0283",10.55,8,0.58,"FOG",76,52,"119.6916","38.0283","119.6424","37.7436"
"118.4572","38.123",7.98,4.6,0.49,"CLOUDY",76,52,"118.4572","38.123","118.4370","37.7870"
"120.3828","38.123",8.84,6.2,0.72,"FOG",75,53,"120.3828","38.123","120.1669","37.8834"
"120.4322","38.123",8.84,6.1,0.72,"CLOUDY",75,53,"120.4322","38.123","120.2051","37.8807"
"118.6053","38.1703",8.06,4.8,0.51,"CLOUDY",76,52,"118.6053","38.1703","118.6146","37.8422"
"118.4572","36.7977",6.92,4.3,0.68,"FOG",93,67,"118.4572","36.7977","118.3392","36.5689"
"119.1484","38.123",10.05,7.3,0.55,"FOG",76,52,"119.1484","38.123","119.1769","37.8307"
"119.6422","38.123",10.74,8.5,0.57,"FOG",76,52,"119.6422","38.123","119.6168","37.8786"
"118.5559","38.1703",8.23,4.9,0.51,"CLOUDY",76,52,"118.5559","38.1703","118.5527","37.8343"
"119.4447","38.123",10.66,8.2,0.57,"FOG",76,52,"119.4447","38.123","119.4558","37.8496"
"118.4572","38.1703",8.38,5.1,0.52,"CLOUDY",76,52,"118.4572","38.1703","118.4299","37.8225"
"119.0497","36.2297",8.18,4.8,0.44,"CLOUDY",71,50,"119.0497","36.2297","118.9125","35.9302"
"119.8397","38.1703",10.79,8.8,0.59,"FOG",0,0,"119.8397","38.1703","119.7643","37.9736"
"118.4572","36.703",7.02,4.3,0.68,"FOG",93,67,"118.4572","36.703","118.3241","36.4698"
"118.7041","38.1703",7.71,4.5,0.51,"FOG",76,52,"118.7041","38.1703","118.7385","37.8581"
"120.0372","38.123",10.62,8.4,0.6,"FOG",75,53,"120.0372","38.123","119.9082","37.9083"
"119.2966","38.123",10.43,7.8,0.57,"FOG",76,52,"119.2966","38.123","119.3223","37.8337"
"119.6916","38.1703",10.81,8.8,0.58,"FOG",76,52,"119.6916","38.1703","119.6620","37.9582"
"118.6547","38.123",7.06,3.8,0.49,"FOG",76,52,"118.6547","38.123","118.6745","37.8140"
"119.3953","38.123",10.62,8.1,0.57,"FOG",76,52,"119.3953","38.123","119.4113","37.8442"
"119.0497","38.1703",9.96,7.2,0.55,"FOG",76,52,"119.0497","38.1703","119.0984","37.8752"
"119.0991","38.1703",10.04,7.3,0.56,"FOG",76,52,"119.0991","38.1703","119.1487","37.8781"
"119.9384","38.1703",10.76,8.7,0.6,"FOG",0,0,"119.9384","38.1703","119.8296","37.9792"
"120.5309","38.1703",8.84,6.1,0.72,"CLOUDY",75,53,"120.5309","38.1703","120.2719","37.9469"
"119.5928","38.1703",10.76,8.6,0.57,"FOG",76,52,"119.5928","38.1703","119.5893","37.9402"
"119.1978","38.1703",10.25,7.7,0.58,"FOG",76,52,"119.1978","38.1703","119.2493","37.8833"
"119.7903","38.1703",10.8,8.8,0.58,"FOG",76,52,"119.7903","38.1703","119.7317","37.9708"
"117.1241","38.2176",7.26,4.3,0.62,"FOG",92,69,"117.1241","38.2176","117.0187","37.9294"
"120.9259","38.1703",8.84,6.1,0.72,"CLOUDY",75,53,"120.9259","38.1703","120.6451","37.9935"
